name	set_code	set_name
Pheres-Band Tromper	BNG	Born of the Gods
Raised by Wolves	BNG	Born of the Gods
Satyr Wayfinder	BNG	Born of the Gods
Scourge of Skola Vale	BNG	Born of the Gods
Setessan Oathsworn	BNG	Born of the Gods
Setessan Starbreaker	BNG	Born of the Gods
Skyreaping	BNG	Born of the Gods
Snake of the Golden Grove	BNG	Born of the Gods
Swordwise Centaur	BNG	Born of the Gods
Unravel the Aether	BNG	Born of the Gods
Chromanticore	BNG	Born of the Gods
Ephara, God of the Polis	BNG	Born of the Gods
Ephara's Enlightenment	BNG	Born of the Gods
Fanatic of Xenagos	BNG	Born of the Gods
Karametra, God of Harvests	BNG	Born of the Gods
Kiora, the Crashing Wave	BNG	Born of the Gods
Kiora's Follower	BNG	Born of the Gods
Mogis, God of Slaughter	BNG	Born of the Gods
Phenax, God of Deception	BNG	Born of the Gods
Ragemonger	BNG	Born of the Gods
Reap What Is Sown	BNG	Born of the Gods
Siren of the Silent Song	BNG	Born of the Gods
Xenagos, God of Revels	BNG	Born of the Gods
Astral Cornucopia	BNG	Born of the Gods
Gorgon's Head	BNG	Born of the Gods
Heroes' Podium	BNG	Born of the Gods
Pillar of War	BNG	Born of the Gods
Siren Song Lyre	BNG	Born of the Gods
Springleaf Drum	BNG	Born of the Gods
Temple of Enlightenment	BNG	Born of the Gods
Temple of Malice	BNG	Born of the Gods
Temple of Plenty	BNG	Born of the Gods
Bane of Bala Ged	BFZ	Battle for Zendikar
Blight Herder	BFZ	Battle for Zendikar
Breaker of Armies	BFZ	Battle for Zendikar
Conduit of Ruin	BFZ	Battle for Zendikar
Deathless Behemoth	BFZ	Battle for Zendikar
Desolation Twin	BFZ	Battle for Zendikar
Eldrazi Devastator	BFZ	Battle for Zendikar
Endless One	BFZ	Battle for Zendikar
Gruesome Slaughter	BFZ	Battle for Zendikar
Kozilek's Channeler	BFZ	Battle for Zendikar
Oblivion Sower	BFZ	Battle for Zendikar
Ruin Processor	BFZ	Battle for Zendikar
Scour from Existence	BFZ	Battle for Zendikar
Titan's Presence	BFZ	Battle for Zendikar
Ulamog, the Ceaseless Hunger	BFZ	Battle for Zendikar
Ulamog's Despoiler	BFZ	Battle for Zendikar
Void Winnower	BFZ	Battle for Zendikar
Angel of Renewal	BFZ	Battle for Zendikar
Angelic Gift	BFZ	Battle for Zendikar
Cliffside Lookout	BFZ	Battle for Zendikar
Courier Griffin	BFZ	Battle for Zendikar
Emeria Shepherd	BFZ	Battle for Zendikar
Encircling Fissure	BFZ	Battle for Zendikar
Expedition Envoy	BFZ	Battle for Zendikar
Felidar Cub	BFZ	Battle for Zendikar
Felidar Sovereign	BFZ	Battle for Zendikar
Fortified Rampart	BFZ	Battle for Zendikar
Ghostly Sentinel	BFZ	Battle for Zendikar
Gideon, Ally of Zendikar	BFZ	Battle for Zendikar
Gideon's Reproach	BFZ	Battle for Zendikar
Hero of Goma Fada	BFZ	Battle for Zendikar
Inspired Charge	BFZ	Battle for Zendikar
Kitesail Scout	BFZ	Battle for Zendikar
Kor Bladewhirl	BFZ	Battle for Zendikar
Kor Castigator	BFZ	Battle for Zendikar
Kor Entanglers	BFZ	Battle for Zendikar
Lantern Scout	BFZ	Battle for Zendikar
Lithomancer's Focus	BFZ	Battle for Zendikar
Makindi Patrol	BFZ	Battle for Zendikar
Ondu Greathorn	BFZ	Battle for Zendikar
Ondu Rising	BFZ	Battle for Zendikar
Planar Outburst	BFZ	Battle for Zendikar
Quarantine Field	BFZ	Battle for Zendikar
Retreat to Emeria	BFZ	Battle for Zendikar
Roil's Retribution	BFZ	Battle for Zendikar
Serene Steward	BFZ	Battle for Zendikar
Shadow Glider	BFZ	Battle for Zendikar
Sheer Drop	BFZ	Battle for Zendikar
Smite the Monstrous	BFZ	Battle for Zendikar
Stasis Snare	BFZ	Battle for Zendikar
Stone Haven Medic	BFZ	Battle for Zendikar
Tandem Tactics	BFZ	Battle for Zendikar
Unified Front	BFZ	Battle for Zendikar
Adverse Conditions	BFZ	Battle for Zendikar
Benthic Infiltrator	BFZ	Battle for Zendikar
Cryptic Cruiser	BFZ	Battle for Zendikar
Drowner of Hope	BFZ	Battle for Zendikar
Eldrazi Skyspawner	BFZ	Battle for Zendikar
Horribly Awry	BFZ	Battle for Zendikar
Incubator Drone	BFZ	Battle for Zendikar
Mist Intruder	BFZ	Battle for Zendikar
Murk Strider	BFZ	Battle for Zendikar
Oracle of Dust	BFZ	Battle for Zendikar
Ruination Guide	BFZ	Battle for Zendikar
Salvage Drone	BFZ	Battle for Zendikar
Spell Shrivel	BFZ	Battle for Zendikar
Tide Drifter	BFZ	Battle for Zendikar
Ulamog's Reclaimer	BFZ	Battle for Zendikar
Anticipate	BFZ	Battle for Zendikar
Brilliant Spectrum	BFZ	Battle for Zendikar
Cloud Manta	BFZ	Battle for Zendikar
Clutch of Currents	BFZ	Battle for Zendikar
Coastal Discovery	BFZ	Battle for Zendikar
Coralhelm Guide	BFZ	Battle for Zendikar
Dampening Pulse	BFZ	Battle for Zendikar
Dispel	BFZ	Battle for Zendikar
Exert Influence	BFZ	Battle for Zendikar
Guardian of Tazeem	BFZ	Battle for Zendikar
Halimar Tidecaller	BFZ	Battle for Zendikar
Part the Waterveil	BFZ	Battle for Zendikar
Prism Array	BFZ	Battle for Zendikar
Retreat to Coralhelm	BFZ	Battle for Zendikar
Roilmage's Trick	BFZ	Battle for Zendikar
Rush of Ice	BFZ	Battle for Zendikar
Scatter to the Winds	BFZ	Battle for Zendikar
Tightening Coils	BFZ	Battle for Zendikar
Ugin's Insight	BFZ	Battle for Zendikar
Wave-Wing Elemental	BFZ	Battle for Zendikar
Windrider Patrol	BFZ	Battle for Zendikar
Complete Disregard	BFZ	Battle for Zendikar
Culling Drone	BFZ	Battle for Zendikar
Dominator Drone	BFZ	Battle for Zendikar
Grave Birthing	BFZ	Battle for Zendikar
Grip of Desolation	BFZ	Battle for Zendikar
Mind Raker	BFZ	Battle for Zendikar
Silent Skimmer	BFZ	Battle for Zendikar
Skitterskin	BFZ	Battle for Zendikar
Sludge Crawler	BFZ	Battle for Zendikar
Smothering Abomination	BFZ	Battle for Zendikar
Swarm Surge	BFZ	Battle for Zendikar
Transgress the Mind	BFZ	Battle for Zendikar
Wasteland Strangler	BFZ	Battle for Zendikar
Altar's Reap	BFZ	Battle for Zendikar
Bloodbond Vampire	BFZ	Battle for Zendikar
Bone Splinters	BFZ	Battle for Zendikar
Carrier Thrall	BFZ	Battle for Zendikar
Defiant Bloodlord	BFZ	Battle for Zendikar
Demon's Grasp	BFZ	Battle for Zendikar
Drana, Liberator of Malakir	BFZ	Battle for Zendikar
Dutiful Return	BFZ	Battle for Zendikar
Geyserfield Stalker	BFZ	Battle for Zendikar
Guul Draz Overseer	BFZ	Battle for Zendikar
Hagra Sharpshooter	BFZ	Battle for Zendikar
Kalastria Healer	BFZ	Battle for Zendikar
Kalastria Nightwatch	BFZ	Battle for Zendikar
Malakir Familiar	BFZ	Battle for Zendikar
Mire's Malice	BFZ	Battle for Zendikar
Nirkana Assassin	BFZ	Battle for Zendikar
Ob Nixilis Reignited	BFZ	Battle for Zendikar
Painful Truths	BFZ	Battle for Zendikar
Retreat to Hagra	BFZ	Battle for Zendikar
Rising Miasma	BFZ	Battle for Zendikar
Ruinous Path	BFZ	Battle for Zendikar
Vampiric Rites	BFZ	Battle for Zendikar
Voracious Null	BFZ	Battle for Zendikar
Zulaport Cutthroat	BFZ	Battle for Zendikar
Barrage Tyrant	BFZ	Battle for Zendikar
Crumble to Dust	BFZ	Battle for Zendikar
Kozilek's Sentinel	BFZ	Battle for Zendikar
Molten Nursery	BFZ	Battle for Zendikar
Nettle Drone	BFZ	Battle for Zendikar
Processor Assault	BFZ	Battle for Zendikar
Serpentine Spike	BFZ	Battle for Zendikar
Touch of the Void	BFZ	Battle for Zendikar
Turn Against	BFZ	Battle for Zendikar
Vestige of Emrakul	BFZ	Battle for Zendikar
Vile Aggregate	BFZ	Battle for Zendikar
Akoum Firebird	BFZ	Battle for Zendikar
Akoum Hellkite	BFZ	Battle for Zendikar
Akoum Stonewaker	BFZ	Battle for Zendikar
Belligerent Whiptail	BFZ	Battle for Zendikar
Boiling Earth	BFZ	Battle for Zendikar
Chasm Guide	BFZ	Battle for Zendikar
Dragonmaster Outcast	BFZ	Battle for Zendikar
Firemantle Mage	BFZ	Battle for Zendikar
Goblin War Paint	BFZ	Battle for Zendikar
Lavastep Raider	BFZ	Battle for Zendikar
Makindi Sliderunner	BFZ	Battle for Zendikar
Ondu Champion	BFZ	Battle for Zendikar
Outnumber	BFZ	Battle for Zendikar
Radiant Flames	BFZ	Battle for Zendikar
Reckless Cohort	BFZ	Battle for Zendikar
Retreat to Valakut	BFZ	Battle for Zendikar
Rolling Thunder	BFZ	Battle for Zendikar
Shatterskull Recruit	BFZ	Battle for Zendikar
Stonefury	BFZ	Battle for Zendikar
Sure Strike	BFZ	Battle for Zendikar
Tunneling Geopede	BFZ	Battle for Zendikar
Valakut Invoker	BFZ	Battle for Zendikar
Valakut Predator	BFZ	Battle for Zendikar
Volcanic Upheaval	BFZ	Battle for Zendikar
Zada, Hedron Grinder	BFZ	Battle for Zendikar
Blisterpod	BFZ	Battle for Zendikar
Brood Monitor	BFZ	Battle for Zendikar
Call the Scions	BFZ	Battle for Zendikar
Eyeless Watcher	BFZ	Battle for Zendikar
From Beyond	BFZ	Battle for Zendikar
Unnatural Aggression	BFZ	Battle for Zendikar
Void Attendant	BFZ	Battle for Zendikar
Beastcaller Savant	BFZ	Battle for Zendikar
Broodhunter Wurm	BFZ	Battle for Zendikar
Earthen Arms	BFZ	Battle for Zendikar
Giant Mantis	BFZ	Battle for Zendikar
Greenwarden of Murasa	BFZ	Battle for Zendikar
Infuse with the Elements	BFZ	Battle for Zendikar
Jaddi Offshoot	BFZ	Battle for Zendikar
Lifespring Druid	BFZ	Battle for Zendikar
Murasa Ranger	BFZ	Battle for Zendikar
Natural Connection	BFZ	Battle for Zendikar
Nissa's Renewal	BFZ	Battle for Zendikar
Oran-Rief Hydra	BFZ	Battle for Zendikar
Oran-Rief Invoker	BFZ	Battle for Zendikar
Plated Crusher	BFZ	Battle for Zendikar
Plummet	BFZ	Battle for Zendikar
Reclaiming Vines	BFZ	Battle for Zendikar
Retreat to Kazandu	BFZ	Battle for Zendikar
Rot Shambler	BFZ	Battle for Zendikar
Scythe Leopard	BFZ	Battle for Zendikar
Seek the Wilds	BFZ	Battle for Zendikar
Snapping Gnarlid	BFZ	Battle for Zendikar
Swell of Growth	BFZ	Battle for Zendikar
Sylvan Scrying	BFZ	Battle for Zendikar
Tajuru Beastmaster	BFZ	Battle for Zendikar
Tajuru Stalwart	BFZ	Battle for Zendikar
Tajuru Warcaller	BFZ	Battle for Zendikar
Territorial Baloth	BFZ	Battle for Zendikar
Undergrowth Champion	BFZ	Battle for Zendikar
Woodland Wanderer	BFZ	Battle for Zendikar
Brood Butcher	BFZ	Battle for Zendikar
Brutal Expulsion	BFZ	Battle for Zendikar
Catacomb Sifter	BFZ	Battle for Zendikar
Dust Stalker	BFZ	Battle for Zendikar
Fathom Feeder	BFZ	Battle for Zendikar
Forerunner of Slaughter	BFZ	Battle for Zendikar
Herald of Kozilek	BFZ	Battle for Zendikar
Sire of Stagnation	BFZ	Battle for Zendikar
Ulamog's Nullifier	BFZ	Battle for Zendikar
Angelic Captain	BFZ	Battle for Zendikar
Bring to Light	BFZ	Battle for Zendikar
Drana's Emissary	BFZ	Battle for Zendikar
Grove Rumbler	BFZ	Battle for Zendikar
Grovetender Druids	BFZ	Battle for Zendikar
Kiora, Master of the Depths	BFZ	Battle for Zendikar
March from the Tomb	BFZ	Battle for Zendikar
Munda, Ambush Leader	BFZ	Battle for Zendikar
Noyan Dar, Roil Shaper	BFZ	Battle for Zendikar
Omnath, Locus of Rage	BFZ	Battle for Zendikar
Resolute Blademaster	BFZ	Battle for Zendikar
Roil Spout	BFZ	Battle for Zendikar
Skyrider Elf	BFZ	Battle for Zendikar
Veteran Warleader	BFZ	Battle for Zendikar
Aligned Hedron Network	BFZ	Battle for Zendikar
Hedron Archive	BFZ	Battle for Zendikar
Hedron Blade	BFZ	Battle for Zendikar
Pathway Arrows	BFZ	Battle for Zendikar
Pilgrim's Eye	BFZ	Battle for Zendikar
Slab Hammer	BFZ	Battle for Zendikar
Ally Encampment	BFZ	Battle for Zendikar
Blighted Cataract	BFZ	Battle for Zendikar
Blighted Fen	BFZ	Battle for Zendikar
Blighted Gorge	BFZ	Battle for Zendikar
Blighted Steppe	BFZ	Battle for Zendikar
Blighted Woodland	BFZ	Battle for Zendikar
Canopy Vista	BFZ	Battle for Zendikar
Cinder Glade	BFZ	Battle for Zendikar
Evolving Wilds	BFZ	Battle for Zendikar
Fertile Thicket	BFZ	Battle for Zendikar
Looming Spires	BFZ	Battle for Zendikar
Lumbering Falls	BFZ	Battle for Zendikar
Mortuary Mire	BFZ	Battle for Zendikar
Prairie Stream	BFZ	Battle for Zendikar
Sanctum of Ugin	BFZ	Battle for Zendikar
Sandstone Bridge	BFZ	Battle for Zendikar
Shambling Vent	BFZ	Battle for Zendikar
Shrine of the Forsaken Gods	BFZ	Battle for Zendikar
Skyline Cascade	BFZ	Battle for Zendikar
Smoldering Marsh	BFZ	Battle for Zendikar
Spawning Bed	BFZ	Battle for Zendikar
Sunken Hollow	BFZ	Battle for Zendikar
Plains	BFZ	Battle for Zendikar
Plains	BFZ	Battle for Zendikar
Plains	BFZ	Battle for Zendikar
Plains	BFZ	Battle for Zendikar
Plains	BFZ	Battle for Zendikar
Plains	BFZ	Battle for Zendikar
Plains	BFZ	Battle for Zendikar
Plains	BFZ	Battle for Zendikar
Plains	BFZ	Battle for Zendikar
Plains	BFZ	Battle for Zendikar
Island	BFZ	Battle for Zendikar
Island	BFZ	Battle for Zendikar
Island	BFZ	Battle for Zendikar
Island	BFZ	Battle for Zendikar
Island	BFZ	Battle for Zendikar
Island	BFZ	Battle for Zendikar
Island	BFZ	Battle for Zendikar
Island	BFZ	Battle for Zendikar
Island	BFZ	Battle for Zendikar
Island	BFZ	Battle for Zendikar
Swamp	BFZ	Battle for Zendikar
Swamp	BFZ	Battle for Zendikar
Swamp	BFZ	Battle for Zendikar
Swamp	BFZ	Battle for Zendikar
Swamp	BFZ	Battle for Zendikar
Swamp	BFZ	Battle for Zendikar
Swamp	BFZ	Battle for Zendikar
Swamp	BFZ	Battle for Zendikar
Swamp	BFZ	Battle for Zendikar
Swamp	BFZ	Battle for Zendikar
Mountain	BFZ	Battle for Zendikar
Mountain	BFZ	Battle for Zendikar
Mountain	BFZ	Battle for Zendikar
Mountain	BFZ	Battle for Zendikar
Mountain	BFZ	Battle for Zendikar
Mountain	BFZ	Battle for Zendikar
Mountain	BFZ	Battle for Zendikar
Mountain	BFZ	Battle for Zendikar
Mountain	BFZ	Battle for Zendikar
Mountain	BFZ	Battle for Zendikar
Forest	BFZ	Battle for Zendikar
Forest	BFZ	Battle for Zendikar
Forest	BFZ	Battle for Zendikar
Forest	BFZ	Battle for Zendikar
Forest	BFZ	Battle for Zendikar
Forest	BFZ	Battle for Zendikar
Forest	BFZ	Battle for Zendikar
Forest	BFZ	Battle for Zendikar
Forest	BFZ	Battle for Zendikar
Forest	BFZ	Battle for Zendikar
Angel of Glory's Rise	AVR	Avacyn Restored
Angel of Jubilation	AVR	Avacyn Restored
Angel's Mercy	AVR	Avacyn Restored
Angelic Wall	AVR	Avacyn Restored
Archangel	AVR	Avacyn Restored
Avacyn, Angel of Hope	AVR	Avacyn Restored
Banishing Stroke	AVR	Avacyn Restored
Builder's Blessing	AVR	Avacyn Restored
Call to Serve	AVR	Avacyn Restored
Cathars' Crusade	AVR	Avacyn Restored
Cathedral Sanctifier	AVR	Avacyn Restored
Cloudshift	AVR	Avacyn Restored
Commander's Authority	AVR	Avacyn Restored
Cursebreak	AVR	Avacyn Restored
Defang	AVR	Avacyn Restored
Defy Death	AVR	Avacyn Restored
Devout Chaplain	AVR	Avacyn Restored
Divine Deflection	AVR	Avacyn Restored
Emancipation Angel	AVR	Avacyn Restored
Entreat the Angels	AVR	Avacyn Restored
Farbog Explorer	AVR	Avacyn Restored
Goldnight Commander	AVR	Avacyn Restored
Goldnight Redeemer	AVR	Avacyn Restored
Herald of War	AVR	Avacyn Restored
Holy Justiciar	AVR	Avacyn Restored
Leap of Faith	AVR	Avacyn Restored
Midnight Duelist	AVR	Avacyn Restored
Midvast Protector	AVR	Avacyn Restored
Moonlight Geist	AVR	Avacyn Restored
Moorland Inquisitor	AVR	Avacyn Restored
Nearheath Pilgrim	AVR	Avacyn Restored
Restoration Angel	AVR	Avacyn Restored
Riders of Gavony	AVR	Avacyn Restored
Righteous Blow	AVR	Avacyn Restored
Seraph of Dawn	AVR	Avacyn Restored
Silverblade Paladin	AVR	Avacyn Restored
Spectral Gateguards	AVR	Avacyn Restored
Terminus	AVR	Avacyn Restored
Thraben Valiant	AVR	Avacyn Restored
Voice of the Provinces	AVR	Avacyn Restored
Zealous Strike	AVR	Avacyn Restored
Alchemist's Apprentice	AVR	Avacyn Restored
Amass the Components	AVR	Avacyn Restored
Arcane Melee	AVR	Avacyn Restored
Captain of the Mists	AVR	Avacyn Restored
Crippling Chill	AVR	Avacyn Restored
Deadeye Navigator	AVR	Avacyn Restored
Devastation Tide	AVR	Avacyn Restored
Dreadwaters	AVR	Avacyn Restored
Elgaud Shieldmate	AVR	Avacyn Restored
Favorable Winds	AVR	Avacyn Restored
Fettergeist	AVR	Avacyn Restored
Fleeting Distraction	AVR	Avacyn Restored
Galvanic Alchemist	AVR	Avacyn Restored
Geist Snatch	AVR	Avacyn Restored
Ghostform	AVR	Avacyn Restored
Ghostly Flicker	AVR	Avacyn Restored
Ghostly Touch	AVR	Avacyn Restored
Gryff Vanguard	AVR	Avacyn Restored
Havengul Skaab	AVR	Avacyn Restored
Infinite Reflection	AVR	Avacyn Restored
Into the Void	AVR	Avacyn Restored
Latch Seeker	AVR	Avacyn Restored
Lone Revenant	AVR	Avacyn Restored
Lunar Mystic	AVR	Avacyn Restored
Mass Appeal	AVR	Avacyn Restored
Mist Raven	AVR	Avacyn Restored
Misthollow Griffin	AVR	Avacyn Restored
Nephalia Smuggler	AVR	Avacyn Restored
Outwit	AVR	Avacyn Restored
Peel from Reality	AVR	Avacyn Restored
Rotcrown Ghoul	AVR	Avacyn Restored
Scrapskin Drake	AVR	Avacyn Restored
Second Guess	AVR	Avacyn Restored
Spectral Prison	AVR	Avacyn Restored
Spirit Away	AVR	Avacyn Restored
Stern Mentor	AVR	Avacyn Restored
Stolen Goods	AVR	Avacyn Restored
Tamiyo, the Moon Sage	AVR	Avacyn Restored
Tandem Lookout	AVR	Avacyn Restored
Temporal Mastery	AVR	Avacyn Restored
Vanishment	AVR	Avacyn Restored
Wingcrafter	AVR	Avacyn Restored
Appetite for Brains	AVR	Avacyn Restored
Barter in Blood	AVR	Avacyn Restored
Blood Artist	AVR	Avacyn Restored
Bloodflow Connoisseur	AVR	Avacyn Restored
Bone Splinters	AVR	Avacyn Restored
Butcher Ghoul	AVR	Avacyn Restored
Corpse Traders	AVR	Avacyn Restored
Crypt Creeper	AVR	Avacyn Restored
Dark Impostor	AVR	Avacyn Restored
Death Wind	AVR	Avacyn Restored
Demonic Rising	AVR	Avacyn Restored
Demonic Taskmaster	AVR	Avacyn Restored
Demonlord of Ashmouth	AVR	Avacyn Restored
Descent into Madness	AVR	Avacyn Restored
Dread Slaver	AVR	Avacyn Restored
Driver of the Dead	AVR	Avacyn Restored
Essence Harvest	AVR	Avacyn Restored
Evernight Shade	AVR	Avacyn Restored
Exquisite Blood	AVR	Avacyn Restored
Ghoulflesh	AVR	Avacyn Restored
Gloom Surgeon	AVR	Avacyn Restored
Grave Exchange	AVR	Avacyn Restored
Griselbrand	AVR	Avacyn Restored
Harvester of Souls	AVR	Avacyn Restored
Homicidal Seclusion	AVR	Avacyn Restored
Human Frailty	AVR	Avacyn Restored
Hunted Ghoul	AVR	Avacyn Restored
Killing Wave	AVR	Avacyn Restored
Maalfeld Twins	AVR	Avacyn Restored
Marrow Bats	AVR	Avacyn Restored
Mental Agony	AVR	Avacyn Restored
Necrobite	AVR	Avacyn Restored
Polluted Dead	AVR	Avacyn Restored
Predator's Gambit	AVR	Avacyn Restored
Renegade Demon	AVR	Avacyn Restored
Searchlight Geist	AVR	Avacyn Restored
Soulcage Fiend	AVR	Avacyn Restored
Treacherous Pit-Dweller	AVR	Avacyn Restored
Triumph of Cruelty	AVR	Avacyn Restored
Undead Executioner	AVR	Avacyn Restored
Unhallowed Pact	AVR	Avacyn Restored
Aggravate	AVR	Avacyn Restored
Archwing Dragon	AVR	Avacyn Restored
Banners Raised	AVR	Avacyn Restored
Battle Hymn	AVR	Avacyn Restored
Bonfire of the Damned	AVR	Avacyn Restored
Burn at the Stake	AVR	Avacyn Restored
Dangerous Wager	AVR	Avacyn Restored
Demolish	AVR	Avacyn Restored
Dual Casting	AVR	Avacyn Restored
Falkenrath Exterminator	AVR	Avacyn Restored
Fervent Cathar	AVR	Avacyn Restored
Gang of Devils	AVR	Avacyn Restored
Guise of Fire	AVR	Avacyn Restored
Hanweir Lancer	AVR	Avacyn Restored
Havengul Vampire	AVR	Avacyn Restored
Heirs of Stromkirk	AVR	Avacyn Restored
Hound of Griselbrand	AVR	Avacyn Restored
Kessig Malcontents	AVR	Avacyn Restored
Kruin Striker	AVR	Avacyn Restored
Lightning Mauler	AVR	Avacyn Restored
Lightning Prowess	AVR	Avacyn Restored
Mad Prophet	AVR	Avacyn Restored
Malicious Intent	AVR	Avacyn Restored
Malignus	AVR	Avacyn Restored
Pillar of Flame	AVR	Avacyn Restored
Raging Poltergeist	AVR	Avacyn Restored
Reforge the Soul	AVR	Avacyn Restored
Riot Ringleader	AVR	Avacyn Restored
Rite of Ruin	AVR	Avacyn Restored
Rush of Blood	AVR	Avacyn Restored
Scalding Devil	AVR	Avacyn Restored
Somberwald Vigilante	AVR	Avacyn Restored
Stonewright	AVR	Avacyn Restored
Thatcher Revolt	AVR	Avacyn Restored
Thunderbolt	AVR	Avacyn Restored
Thunderous Wrath	AVR	Avacyn Restored
Tibalt, the Fiend-Blooded	AVR	Avacyn Restored
Tyrant of Discord	AVR	Avacyn Restored
Uncanny Speed	AVR	Avacyn Restored
Vexing Devil	AVR	Avacyn Restored
Vigilante Justice	AVR	Avacyn Restored
Zealous Conscripts	AVR	Avacyn Restored
Abundant Growth	AVR	Avacyn Restored
Blessings of Nature	AVR	Avacyn Restored
Borderland Ranger	AVR	Avacyn Restored
Bower Passage	AVR	Avacyn Restored
Champion of Lambholt	AVR	Avacyn Restored
Craterhoof Behemoth	AVR	Avacyn Restored
Descendants' Path	AVR	Avacyn Restored
Diregraf Escort	AVR	Avacyn Restored
Druid's Familiar	AVR	Avacyn Restored
Druids' Repository	AVR	Avacyn Restored
Eaten by Spiders	AVR	Avacyn Restored
Flowering Lumberknot	AVR	Avacyn Restored
Geist Trappers	AVR	Avacyn Restored
Gloomwidow	AVR	Avacyn Restored
Grounded	AVR	Avacyn Restored
Howlgeist	AVR	Avacyn Restored
Joint Assault	AVR	Avacyn Restored
Lair Delve	AVR	Avacyn Restored
Natural End	AVR	Avacyn Restored
Nettle Swine	AVR	Avacyn Restored
Nightshade Peddler	AVR	Avacyn Restored
Pathbreaker Wurm	AVR	Avacyn Restored
Primal Surge	AVR	Avacyn Restored
Rain of Thorns	AVR	Avacyn Restored
Revenge of the Hunted	AVR	Avacyn Restored
Sheltering Word	AVR	Avacyn Restored
Snare the Skies	AVR	Avacyn Restored
Somberwald Sage	AVR	Avacyn Restored
Soul of the Harvest	AVR	Avacyn Restored
Terrifying Presence	AVR	Avacyn Restored
Timberland Guide	AVR	Avacyn Restored
Triumph of Ferocity	AVR	Avacyn Restored
Trusted Forcemage	AVR	Avacyn Restored
Ulvenwald Tracker	AVR	Avacyn Restored
Vorstclaw	AVR	Avacyn Restored
Wandering Wolf	AVR	Avacyn Restored
Wild Defiance	AVR	Avacyn Restored
Wildwood Geist	AVR	Avacyn Restored
Wolfir Avenger	AVR	Avacyn Restored
Wolfir Silverheart	AVR	Avacyn Restored
Yew Spirit	AVR	Avacyn Restored
Bruna, Light of Alabaster	AVR	Avacyn Restored
Gisela, Blade of Goldnight	AVR	Avacyn Restored
Sigarda, Host of Herons	AVR	Avacyn Restored
Angel's Tomb	AVR	Avacyn Restored
Angelic Armaments	AVR	Avacyn Restored
Bladed Bracers	AVR	Avacyn Restored
Conjurer's Closet	AVR	Avacyn Restored
Gallows at Willow Hill	AVR	Avacyn Restored
Haunted Guardian	AVR	Avacyn Restored
Moonsilver Spear	AVR	Avacyn Restored
Narstad Scrapper	AVR	Avacyn Restored
Otherworld Atlas	AVR	Avacyn Restored
Scroll of Avacyn	AVR	Avacyn Restored
Scroll of Griselbrand	AVR	Avacyn Restored
Tormentor's Trident	AVR	Avacyn Restored
Vanguard's Shield	AVR	Avacyn Restored
Vessel of Endless Rest	AVR	Avacyn Restored
Alchemist's Refuge	AVR	Avacyn Restored
Cavern of Souls	AVR	Avacyn Restored
Desolate Lighthouse	AVR	Avacyn Restored
Seraph Sanctuary	AVR	Avacyn Restored
Slayers' Stronghold	AVR	Avacyn Restored
Plains	AVR	Avacyn Restored
Plains	AVR	Avacyn Restored
Plains	AVR	Avacyn Restored
Island	AVR	Avacyn Restored
Island	AVR	Avacyn Restored
Island	AVR	Avacyn Restored
Swamp	AVR	Avacyn Restored
Swamp	AVR	Avacyn Restored
Swamp	AVR	Avacyn Restored
Mountain	AVR	Avacyn Restored
Mountain	AVR	Avacyn Restored
Mountain	AVR	Avacyn Restored
Forest	AVR	Avacyn Restored
Forest	AVR	Avacyn Restored
